Timestamp,Data
2025-02-22 15:17:02,Accelerometer: X: 177.39 Y: 99.19 Z: 998.81
2025-02-22 15:17:02,Gyroscope: X: 472.50 Y: -210.00 Z: 210.00
2025-02-22 15:17:02,24
2025-02-22 15:17:03,Accelerometer: X: 167.63 Y: 90.52 Z: 1001.38
2025-02-22 15:17:03,Gyroscope: X: -2852.50 Y: -2922.50 Z: 560.00
2025-02-22 15:17:03,23
2025-02-22 15:17:04,Accelerometer: X: 199.35 Y: 88.45 Z: 1101.54
2025-02-22 15:17:04,Gyroscope: X: -55125.00 Y: -36715.00 Z: -10010.00
2025-02-22 15:17:04,22
2025-02-22 15:17:05,Accelerometer: X: 479.70 Y: -847.41 Z: 20.13
2025-02-22 15:17:05,Gyroscope: X: -9205.00 Y: -20615.00 Z: -6545.00
2025-02-22 15:17:05,934
2025-02-22 15:17:05,Accelerometer: X: 319.27 Y: -756.40 Z: 632.94
2025-02-22 15:17:06,Gyroscope: X: 5845.00 Y: 5092.50 Z: 16432.50
2025-02-22 15:17:06,29
2025-02-22 15:17:06,Accelerometer: X: 265.47 Y: -739.93 Z: 668.56
2025-02-22 15:17:07,Gyroscope: X: 4725.00 Y: -1137.50 Z: 7962.50
2025-02-22 15:17:07,23
2025-02-22 15:17:07,Accelerometer: X: 296.46 Y: -21.84 Z: 977.34
2025-02-22 15:17:07,Gyroscope: X: 48317.50 Y: -24430.00 Z: -1365.00
2025-02-22 15:17:08,933
2025-02-22 15:17:08,Accelerometer: X: 363.07 Y: 171.65 Z: 947.33
2025-02-22 15:17:08,Gyroscope: X: -4760.00 Y: 6720.00 Z: -1102.50
2025-02-22 15:17:09,31
2025-02-22 15:17:09,Accelerometer: X: 215.21 Y: -290.36 Z: 924.76
2025-02-22 15:17:09,Gyroscope: X: -224262.50 Y: 48370.00 Z: -32147.50
2025-02-22 15:17:09,934
2025-02-22 15:17:10,Accelerometer: X: -108.70 Y: -1005.52 Z: -22.45
2025-02-22 15:17:10,Gyroscope: X: -29085.00 Y: -23940.00 Z: -490.00
2025-02-22 15:17:10,23
2025-02-22 15:17:11,Accelerometer: X: -72.96 Y: -1021.14 Z: 63.32
2025-02-22 15:17:11,Gyroscope: X: 8085.00 Y: 10762.50 Z: 1330.00
2025-02-22 15:17:11,22
2025-02-22 15:17:12,Accelerometer: X: -79.30 Y: -1016.38 Z: 94.31
2025-02-22 15:17:12,Gyroscope: X: -2135.00 Y: 577.50 Z: 1400.00
2025-02-22 15:17:12,25
2025-02-22 15:17:12,Accelerometer: X: 229.12 Y: 160.55 Z: 1127.04
2025-02-22 15:17:13,Gyroscope: X: 14455.00 Y: -105455.00 Z: 3185.00
2025-02-22 15:17:13,934
2025-02-22 15:17:13,Accelerometer: X: 262.30 Y: 238.75 Z: 974.78
2025-02-22 15:17:13,Gyroscope: X: -31605.00 Y: 18952.50 Z: 5932.50
2025-02-22 15:17:14,934
2025-02-22 15:17:14,Accelerometer: X: 191.05 Y: -871.81 Z: 182.02
2025-02-22 15:17:14,Gyroscope: X: -10780.00 Y: -88970.00 Z: 56875.00
2025-02-22 15:17:15,111
2025-02-22 15:17:15,Accelerometer: X: -19.64 Y: -991.86 Z: -215.94
2025-02-22 15:17:15,Gyroscope: X: 1155.00 Y: -1207.50 Z: 2292.50
2025-02-22 15:17:15,22
2025-02-22 15:17:16,Accelerometer: X: -11.96 Y: -995.28 Z: -187.39
2025-02-22 15:17:16,Gyroscope: X: -1260.00 Y: 9135.00 Z: 2380.00
2025-02-22 15:17:16,23
2025-02-22 15:17:17,Accelerometer: X: -33.67 Y: -1002.84 Z: -157.14
2025-02-22 15:17:17,Gyroscope: X: 12162.50 Y: -4515.00 Z: -4200.00
2025-02-22 15:17:17,436
2025-02-22 15:17:18,Accelerometer: X: 186.66 Y: -100.89 Z: 1083.60
2025-02-22 15:17:18,Gyroscope: X: 945.00 Y: -945.00 Z: -8435.00
2025-02-22 15:17:18,270
2025-02-22 15:17:19,Accelerometer: X: 233.87 Y: -27.33 Z: 994.30
2025-02-22 15:17:19,Gyroscope: X: -1137.50 Y: 0.00 Z: 962.50
2025-02-22 15:17:19,519
